Mon Jun 24 08:33:58 +0000 2019,Eu não tenho amigos de verdade aquele que eu possa considerar e dizer você é meu amigo  mo nigga i got you , you go… https://t.co/oZQ6sIbmxg,yuran_magalhaes,NERVERLAND
Mon Jun 24 08:34:06 +0000 2019,RT @GauchaZH: Emergência do Hospital de Clínicas é reaberta após interrupção no fornecimento de energia elétrica

https://t.co/MVGniuttmA,djivanrodrigues,Porto Alegre, Brasil
Mon Jun 24 08:34:54 +0000 2019,lugares de curitiba que eu odeio: hospital cajuru,vampirafds,curitiba
Mon Jun 24 08:34:57 +0000 2019,RT @MARCUSPITTER: SE EU PASSAR MAL, POR FAVOR ME LEVEM PRA ESSE HOSPITAL https://t.co/tUl3JnM78T,MARCUSPITTER,Rio de Janeiro, Brasil
Mon Jun 24 08:35:01 +0000 2019,Querem melhor sítio para viver onde eu moro? A 5m de tudo, hospital, shopping, cascais, guincho e nem a 30m de carr… https://t.co/rYHFT8Huip,mpalvex,Cascais, Portugal
Mon Jun 24 08:35:06 +0000 2019,Abrantes | Trabalhadores de limpeza industrial em greve no Hospital de Abrantes https://t.co/TXE3Dhbjkk via @Médio Tejo,mediotejonet,Médio Tejo, Portugal
Mon Jun 24 08:35:48 +0000 2019,Ai do nada escuto uma gritaria e todo mundo sai correndo aparentemente entraram no hospital metralhando todo mundo… https://t.co/QpKei30rpB,lursales,Brasília, Brasil
Mon Jun 24 08:36:27 +0000 2019,Tô indo p hospital agr.,Day_bjss15,07.07 💜/25.12 💖/ 👣💖
Mon Jun 24 08:36:45 +0000 2019,Nova emergência - Abastecimento de Água a entidades privadas - Oliveira Do Hospital https://t.co/WzKxjLCHeX,emergenciaspt,Canas de Senhorim, Portugal
Mon Jun 24 08:36:57 +0000 2019,Milena falando que quer ficar cmg no hospital pq vai ficar aqui em casa sozinha 😂😂,r_alexandrinoo,Belo Horizonte, Minas Gerais
Mon Jun 24 08:37:27 +0000 2019,eu n quero ir pro hospital eu tenho medo mas que inferNO,btsober,25.05.19 •taegi •ot7 •jjk+pjm
